lat,lon,time,kph,km
43.518066,1.514707,"2013/12/08 15:21:14",17,1.689253
43.518048,1.514656,"2013/12/08 15:21:15",16.5,1.693833
43.518031,1.514604,"2013/12/08 15:21:16",16.5,1.698413
43.518013,1.514553,"2013/12/08 15:21:17",16.5,1.702993
43.517996,1.514502,"2013/12/08 15:21:18",16.5,1.707574
43.517978,1.51445,"2013/12/08 15:21:19",16.5,1.712154
43.517961,1.514399,"2013/12/08 15:21:20",16.5,1.716734
43.517943,1.514348,"2013/12/08 15:21:21",16.5,1.721314
43.517926,1.514296,"2013/12/08 15:21:22",16.5,1.725894
43.517908,1.514245,"2013/12/08 15:21:23",16.5,1.730474
43.517891,1.514193,"2013/12/08 15:21:24",16.5,1.735054
43.517873,1.514142,"2013/12/08 15:21:25",16.5,1.739635
43.517856,1.514091,"2013/12/08 15:21:26",16.5,1.744215
43.517838,1.514039,"2013/12/08 15:21:27",16.5,1.748795
43.517821,1.513988,"2013/12/08 15:21:28",16.5,1.753375
43.517803,1.51393,"2013/12/08 15:21:29",18.5,1.758512
43.517784,1.513871,"2013/12/08 15:21:30",18.5,1.763649
43.517766,1.513813,"2013/12/08 15:21:31",18.5,1.768786
43.517748,1.513754,"2013/12/08 15:21:32",18.5,1.773922
43.517729,1.513696,"2013/12/08 15:21:33",18.5,1.779059
43.517711,1.513638,"2013/12/08 15:21:34",18.5,1.784196
43.517693,1.513579,"2013/12/08 15:21:35",18.5,1.789333
43.517675,1.513521,"2013/12/08 15:21:36",18.5,1.794469
43.517656,1.513462,"2013/12/08 15:21:37",18.5,1.799606
43.517638,1.513404,"2013/12/08 15:21:38",18.5,1.804743
43.51762,1.513345,"2013/12/08 15:21:39",18.5,1.80988
43.517601,1.513287,"2013/12/08 15:21:40",18.5,1.815017
43.517583,1.513229,"2013/12/08 15:21:41",18.5,1.820153
43.51757,1.513175,"2013/12/08 15:21:42",16.4,1.824698
43.517556,1.513122,"2013/12/08 15:21:43",16.4,1.829242
43.517542,1.513069,"2013/12/08 15:21:44",16.4,1.833787
43.517529,1.513016,"2013/12/08 15:21:45",16.4,1.838331
43.517516,1.512963,"2013/12/08 15:21:46",16.4,1.842876
43.517502,1.51291,"2013/12/08 15:21:47",16.4,1.84742
43.517488,1.512857,"2013/12/08 15:21:48",16.4,1.851965
43.517515,1.512833,"2013/12/08 15:21:49",12.5,1.855445
43.517541,1.512809,"2013/12/08 15:21:50",12.5,1.858926
43.517567,1.512785,"2013/12/08 15:21:51",12.5,1.862407
43.517593,1.512761,"2013/12/08 15:21:52",12.5,1.865888
43.517619,1.512737,"2013/12/08 15:21:53",12.5,1.869368
43.517645,1.512713,"2013/12/08 15:21:54",12.5,1.872849
43.517671,1.51269,"2013/12/08 15:21:55",12.5,1.87633
43.517697,1.512666,"2013/12/08 15:21:56",12.5,1.879811
43.517723,1.512642,"2013/12/08 15:21:57",12.5,1.883292
43.517749,1.512618,"2013/12/08 15:21:58",12.5,1.886772
43.517779,1.512608,"2013/12/08 15:21:59",12.4,1.890227
43.517809,1.512597,"2013/12/08 15:22:00",12.4,1.893681
43.517839,1.512587,"2013/12/08 15:22:01",12.4,1.897136
43.517869,1.512577,"2013/12/08 15:22:02",12.4,1.90059
43.517899,1.512566,"2013/12/08 15:22:03",12.4,1.904045
43.51793,1.512556,"2013/12/08 15:22:04",12.4,1.907499
43.517968,1.512541,"2013/12/08 15:22:05",15.9,1.911919
43.518006,1.512526,"2013/12/08 15:22:06",15.9,1.916339
43.518044,1.51251,"2013/12/08 15:22:07",15.9,1.92076
43.518082,1.512495,"2013/12/08 15:22:08",15.9,1.92518
43.51812,1.51248,"2013/12/08 15:22:09",15.9,1.9296
43.518158,1.512465,"2013/12/08 15:22:10",15.9,1.93402
43.518197,1.512449,"2013/12/08 15:22:11",15.9,1.93844
43.518235,1.512434,"2013/12/08 15:22:12",15.9,1.94286
43.518273,1.512419,"2013/12/08 15:22:13",15.9,1.947281
43.518311,1.512404,"2013/12/08 15:22:14",15.9,1.951701
43.518349,1.512388,"2013/12/08 15:22:15",15.9,1.956121
43.518387,1.512373,"2013/12/08 15:22:16",15.9,1.960541
43.518425,1.512358,"2013/12/08 15:22:17",15.9,1.964961
43.518462,1.512347,"2013/12/08 15:22:18",15,1.969124
43.518499,1.512336,"2013/12/08 15:22:19",15,1.973286
43.518535,1.512326,"2013/12/08 15:22:20",15,1.977449
43.518572,1.512315,"2013/12/08 15:22:21",15,1.981611
43.518608,1.512304,"2013/12/08 15:22:22",15,1.985773
43.518645,1.512293,"2013/12/08 15:22:23",15,1.989936
43.518681,1.512282,"2013/12/08 15:22:24",15,1.994098
43.518718,1.512272,"2013/12/08 15:22:25",15,1.998261
43.518754,1.512261,"2013/12/08 15:22:26",15,2.002423
43.518791,1.51225,"2013/12/08 15:22:27",15,2.006585
43.518828,1.512239,"2013/12/08 15:22:28",15,2.010748
43.518869,1.512223,"2013/12/08 15:22:29",17.1,2.015501
43.51891,1.512207,"2013/12/08 15:22:30",17.1,2.020255
43.518951,1.51219,"2013/12/08 15:22:31",17.1,2.025008
43.518992,1.512174,"2013/12/08 15:22:32",17.1,2.029762
43.519033,1.512158,"2013/12/08 15:22:33",17.1,2.034515
43.519074,1.512141,"2013/12/08 15:22:34",17.1,2.039269
43.519115,1.512125,"2013/12/08 15:22:35",17.1,2.044022
43.519156,1.512108,"2013/12/08 15:22:36",17.1,2.048775
43.519197,1.512092,"2013/12/08 15:22:37",17.1,2.053529
43.519238,1.512076,"2013/12/08 15:22:38",17.1,2.058282
43.519254,1.512046,"2013/12/08 15:22:39",10.8,2.061286
43.51927,1.512016,"2013/12/08 15:22:40",10.8,2.06429
43.519285,1.511985,"2013/12/08 15:22:41",10.8,2.067294
43.519301,1.511955,"2013/12/08 15:22:42",10.8,2.070298
43.519317,1.511925,"2013/12/08 15:22:43",10.8,2.073302
43.519333,1.511895,"2013/12/08 15:22:44",10.8,2.076306
43.519326,1.511838,"2013/12/08 15:22:45",17,2.081027
43.519319,1.51178,"2013/12/08 15:22:46",17,2.085747
43.519311,1.511722,"2013/12/08 15:22:47",17,2.090468
43.519304,1.511665,"2013/12/08 15:22:48",17,2.095189
43.519297,1.511607,"2013/12/08 15:22:49",17,2.09991
43.51929,1.51155,"2013/12/08 15:22:50",17,2.10463
43.519282,1.511492,"2013/12/08 15:22:51",17,2.109351
43.519275,1.511434,"2013/12/08 15:22:52",17,2.114072
43.519268,1.511377,"2013/12/08 15:22:53",17,2.118793
43.51926,1.511319,"2013/12/08 15:22:54",17,2.123514
43.519253,1.511261,"2013/12/08 15:22:55",17,2.128234
43.519246,1.511204,"2013/12/08 15:22:56",17,2.132955
43.519241,1.511155,"2013/12/08 15:22:57",14.3,2.136916
43.519236,1.511107,"2013/12/08 15:22:58",14.3,2.140878
43.519231,1.511058,"2013/12/08 15:22:59",14.3,2.144839
43.519226,1.511009,"2013/12/08 15:23:00",14.3,2.1488
43.519218,1.510954,"2013/12/08 15:23:01",16.3,2.153322
43.51921,1.510899,"2013/12/08 15:23:02",16.3,2.157845
43.519203,1.510845,"2013/12/08 15:23:03",16.3,2.162367
43.519195,1.51079,"2013/12/08 15:23:04",16.3,2.166889
43.519187,1.510735,"2013/12/08 15:23:05",16.3,2.171411
43.519179,1.51068,"2013/12/08 15:23:06",16.3,2.175934
43.519171,1.510625,"2013/12/08 15:23:07",16.3,2.180456
43.519163,1.51057,"2013/12/08 15:23:08",16.3,2.184978
43.519155,1.510515,"2013/12/08 15:23:09",16.3,2.1895
43.519148,1.51046,"2013/12/08 15:23:10",16.3,2.194023
43.51914,1.510405,"2013/12/08 15:23:11",16.3,2.198545
43.519132,1.51035,"2013/12/08 15:23:12",16.3,2.203067
43.519124,1.510295,"2013/12/08 15:23:13",16.3,2.207589
43.519116,1.51024,"2013/12/08 15:23:14",16.3,2.212112
43.519105,1.510179,"2013/12/08 15:23:15",18.2,2.217181
43.519093,1.510118,"2013/12/08 15:23:16",18.2,2.222251
43.519082,1.510058,"2013/12/08 15:23:17",18.2,2.22732
43.51907,1.509997,"2013/12/08 15:23:18",18.2,2.232389
43.519059,1.509936,"2013/12/08 15:23:19",18.2,2.237459
43.519048,1.509875,"2013/12/08 15:23:20",18.2,2.242528
43.519036,1.509814,"2013/12/08 15:23:21",18.2,2.247598
43.519025,1.509754,"2013/12/08 15:23:22",18.2,2.252667
43.519013,1.509693,"2013/12/08 15:23:23",18.2,2.257736
43.519002,1.509632,"2013/12/08 15:23:24",18.2,2.262806
43.518991,1.509571,"2013/12/08 15:23:25",18.2,2.267875
43.519,1.509518,"2013/12/08 15:23:26",15.8,2.272263
43.519009,1.509465,"2013/12/08 15:23:27",15.8,2.276652
43.519018,1.509413,"2013/12/08 15:23:28",15.8,2.28104
43.519027,1.50936,"2013/12/08 15:23:29",15.8,2.285428
43.519036,1.509307,"2013/12/08 15:23:30",15.8,2.289816
43.519045,1.509254,"2013/12/08 15:23:31",15.8,2.294204
43.519054,1.509201,"2013/12/08 15:23:32",15.8,2.298592
43.519063,1.509148,"2013/12/08 15:23:33",15.8,2.302981
43.519072,1.509095,"2013/12/08 15:23:34",15.8,2.307369
43.519105,1.509062,"2013/12/08 15:23:35",16.3,2.311893
43.519143,1.509029,"2013/12/08 15:23:36",18.1,2.31693
43.519181,1.508995,"2013/12/08 15:23:37",18.1,2.321966
43.51922,1.508961,"2013/12/08 15:23:38",18.1,2.327003
43.519258,1.508928,"2013/12/08 15:23:39",18.1,2.33204
43.519296,1.508894,"2013/12/08 15:23:40",18.1,2.337077
43.519334,1.508861,"2013/12/08 15:23:41",18.1,2.342114
43.519372,1.508827,"2013/12/08 15:23:42",18.1,2.34715
43.51941,1.508794,"2013/12/08 15:23:43",18.1,2.352187
43.519458,1.508751,"2013/12/08 15:23:44",22.7,2.358497
43.519505,1.508708,"2013/12/08 15:23:45",22.7,2.364807
43.519552,1.508665,"2013/12/08 15:23:46",22.7,2.371117
43.519589,1.508646,"2013/12/08 15:23:47",15.8,2.375495
43.519626,1.508627,"2013/12/08 15:23:48",15.8,2.379873
43.519663,1.508608,"2013/12/08 15:23:49",15.8,2.384251
43.5197,1.508589,"2013/12/08 15:23:50",15.8,2.388629
43.519737,1.50857,"2013/12/08 15:23:51",15.8,2.393007
43.519764,1.508575,"2013/12/08 15:23:52",11.3,2.396137
43.519792,1.508579,"2013/12/08 15:23:53",11.3,2.399268
43.51982,1.508584,"2013/12/08 15:23:54",11.3,2.402398
43.519846,1.508548,"2013/12/08 15:23:55",14.8,2.406501
43.519872,1.508512,"2013/12/08 15:23:56",14.8,2.410603
43.519898,1.508476,"2013/12/08 15:23:57",14.8,2.414706
43.519924,1.50844,"2013/12/08 15:23:58",14.8,2.418808
43.51995,1.508404,"2013/12/08 15:23:59",14.8,2.422911
43.519976,1.508368,"2013/12/08 15:24:00",14.8,2.427014
43.520002,1.508332,"2013/12/08 15:24:01",14.8,2.431116
43.520028,1.508296,"2013/12/08 15:24:02",14.8,2.435219
43.520054,1.50826,"2013/12/08 15:24:03",14.8,2.439322
43.520048,1.508212,"2013/12/08 15:24:04",13.9,2.443195
43.520043,1.508165,"2013/12/08 15:24:05",13.9,2.447068
43.520038,1.508117,"2013/12/08 15:24:06",13.9,2.450942
43.520032,1.50807,"2013/12/08 15:24:07",13.9,2.454815
43.520027,1.508023,"2013/12/08 15:24:08",13.9,2.458688
43.520021,1.507975,"2013/12/08 15:24:09",13.9,2.462562
43.520016,1.507928,"2013/12/08 15:24:10",13.9,2.466435
43.519979,1.50791,"2013/12/08 15:24:11",15.6,2.470761
43.519952,1.507866,"2013/12/08 15:24:12",16.7,2.475389
43.519925,1.507823,"2013/12/08 15:24:13",16.7,2.480016
43.519898,1.507779,"2013/12/08 15:24:14",16.7,2.484644
43.519871,1.507735,"2013/12/08 15:24:15",16.7,2.489272
43.519844,1.507692,"2013/12/08 15:24:16",16.7,2.493899
43.519817,1.507648,"2013/12/08 15:24:17",16.7,2.498527
43.51979,1.507605,"2013/12/08 15:24:18",16.7,2.503155
43.519763,1.507561,"2013/12/08 15:24:19",16.7,2.507783
43.519736,1.507517,"2013/12/08 15:24:20",16.7,2.51241
43.519709,1.507474,"2013/12/08 15:24:21",16.7,2.517038
43.519682,1.50743,"2013/12/08 15:24:22",16.7,2.521666
43.519655,1.507387,"2013/12/08 15:24:23",16.7,2.526293
43.519631,1.507348,"2013/12/08 15:24:24",14.8,2.530399
43.519607,1.50731,"2013/12/08 15:24:25",14.8,2.534505
43.519583,1.507272,"2013/12/08 15:24:26",14.8,2.538611
43.519558,1.507234,"2013/12/08 15:24:27",14.8,2.542717
43.519534,1.507195,"2013/12/08 15:24:28",14.8,2.546823
43.51951,1.507157,"2013/12/08 15:24:29",14.8,2.550928
43.519485,1.507119,"2013/12/08 15:24:30",14.8,2.555034
43.519461,1.50708,"2013/12/08 15:24:31",14.8,2.55914
43.519437,1.507042,"2013/12/08 15:24:32",14.8,2.563246
43.519449,1.507002,"2013/12/08 15:24:33",12.7,2.566775
43.519461,1.506961,"2013/12/08 15:24:34",12.7,2.570305
43.519473,1.506921,"2013/12/08 15:24:35",12.7,2.573834
43.519485,1.50688,"2013/12/08 15:24:36",12.7,2.577363
43.519497,1.50684,"2013/12/08 15:24:37",12.7,2.580893
43.519509,1.5068,"2013/12/08 15:24:38",12.7,2.584422
43.519521,1.506759,"2013/12/08 15:24:39",12.7,2.587952
43.519533,1.506719,"2013/12/08 15:24:40",12.7,2.591481
43.519545,1.506678,"2013/12/08 15:24:41",12.7,2.59501
43.519529,1.50666,"2013/12/08 15:24:42",8.1,2.597272
43.519514,1.506643,"2013/12/08 15:24:43",8.1,2.599535
43.519498,1.506625,"2013/12/08 15:24:44",8.1,2.601797
43.519482,1.506607,"2013/12/08 15:24:45",8.1,2.604059
43.519467,1.506589,"2013/12/08 15:24:46",8.1,2.606321
43.519451,1.506572,"2013/12/08 15:24:47",8.1,2.608584
43.519435,1.506554,"2013/12/08 15:24:48",8.1,2.610846
43.519419,1.506536,"2013/12/08 15:24:49",8.1,2.613108
43.519404,1.506518,"2013/12/08 15:24:50",8.1,2.61537
43.519388,1.506501,"2013/12/08 15:24:51",8.1,2.617633
43.519372,1.506483,"2013/12/08 15:24:52",8.1,2.619895
43.519348,1.506476,"2013/12/08 15:24:53",10,2.622676
43.519323,1.506469,"2013/12/08 15:24:54",10,2.625456
43.519299,1.506461,"2013/12/08 15:24:55",10,2.628237
43.519275,1.506454,"2013/12/08 15:24:56",10,2.631018
43.51925,1.506447,"2013/12/08 15:24:57",10,2.633798
43.519222,1.506429,"2013/12/08 15:24:58",12.4,2.637231
43.519194,1.506411,"2013/12/08 15:24:59",12.4,2.640663
43.519166,1.506393,"2013/12/08 15:25:00",12.4,2.644095
43.519139,1.506374,"2013/12/08 15:25:01",12.4,2.647528
43.519124,1.506368,"2013/12/08 15:25:02",6,2.649199
43.51911,1.506361,"2013/12/08 15:25:03",6,2.650871
43.519096,1.506354,"2013/12/08 15:25:04",6,2.652542
43.519082,1.506347,"2013/12/08 15:25:05",6,2.654213
43.519068,1.50634,"2013/12/08 15:25:06",6,2.655885
43.519054,1.506334,"2013/12/08 15:25:07",6,2.657556
43.519039,1.506327,"2013/12/08 15:25:08",6,2.659227
43.519025,1.50632,"2013/12/08 15:25:09",6,2.660899
43.519004,1.506307,"2013/12/08 15:25:10",9.4,2.6635
43.518982,1.506295,"2013/12/08 15:25:11",9.4,2.666101
43.518961,1.506282,"2013/12/08 15:25:12",9.4,2.668702
43.518939,1.50627,"2013/12/08 15:25:13",9.4,2.671303
43.518918,1.506257,"2013/12/08 15:25:14",9.4,2.673904
43.518896,1.506244,"2013/12/08 15:25:15",9.4,2.676505
43.518875,1.506232,"2013/12/08 15:25:16",9.4,2.679106
43.518863,1.506192,"2013/12/08 15:25:17",12.6,2.682612
43.518851,1.506152,"2013/12/08 15:25:18",12.6,2.686117
43.518839,1.506111,"2013/12/08 15:25:19",12.6,2.689623
43.518827,1.506071,"2013/12/08 15:25:20",12.6,2.693128
43.518815,1.506031,"2013/12/08 15:25:21",12.6,2.696634
43.518803,1.505991,"2013/12/08 15:25:22",12.6,2.700139
43.518791,1.50595,"2013/12/08 15:25:23",12.6,2.703645
43.518779,1.50591,"2013/12/08 15:25:24",12.6,2.70715
43.518767,1.50587,"2013/12/08 15:25:25",12.6,2.710656
43.518755,1.50583,"2013/12/08 15:25:26",12.6,2.714161
43.518743,1.505803,"2013/12/08 15:25:27",9.1,2.71669
43.518732,1.505777,"2013/12/08 15:25:28",9.1,2.719219
43.518723,1.505721,"2013/12/08 15:25:29",16.6,2.72383
43.518714,1.505665,"2013/12/08 15:25:30",16.6,2.728441
43.518705,1.505609,"2013/12/08 15:25:31",16.6,2.733052
43.518694,1.505574,"2013/12/08 15:25:32",11.2,2.736177
43.518682,1.505538,"2013/12/08 15:25:33",11.2,2.739301
43.518671,1.505503,"2013/12/08 15:25:34",11.2,2.742425
43.51866,1.505468,"2013/12/08 15:25:35",11.2,2.745549
43.518648,1.505432,"2013/12/08 15:25:36",11.2,2.748673
43.518637,1.505397,"2013/12/08 15:25:37",11.2,2.751797
43.518626,1.505361,"2013/12/08 15:25:38",11.2,2.754921
43.518614,1.505326,"2013/12/08 15:25:39",11.2,2.758045
43.518566,1.505282,"2013/12/08 15:25:40",23.3,2.764507
43.518517,1.505239,"2013/12/08 15:25:41",23.3,2.77097
43.518468,1.505195,"2013/12/08 15:25:42",23.3,2.777432
43.51842,1.505152,"2013/12/08 15:25:43",23.3,2.783894
43.518371,1.505108,"2013/12/08 15:25:44",23.3,2.790356
43.518322,1.505065,"2013/12/08 15:25:45",23.3,2.796819
43.51829,1.505054,"2013/12/08 15:25:46",13.4,2.800532
43.518257,1.505043,"2013/12/08 15:25:47",13.4,2.804246
43.518225,1.505032,"2013/12/08 15:25:48",13.4,2.807959
43.518193,1.50502,"2013/12/08 15:25:49",13.4,2.811673
43.51816,1.505009,"2013/12/08 15:25:50",13.4,2.815387
43.518128,1.504998,"2013/12/08 15:25:51",13.4,2.8191
43.518095,1.504987,"2013/12/08 15:25:52",13.4,2.822814
43.518063,1.504976,"2013/12/08 15:25:53",13.4,2.826527
43.518031,1.504965,"2013/12/08 15:25:54",13.4,2.830241
43.517998,1.504954,"2013/12/08 15:25:55",13.4,2.833955
43.517966,1.504943,"2013/12/08 15:25:56",13.4,2.837668
43.51793,1.504935,"2013/12/08 15:25:57",14.7,2.841745
43.517894,1.504927,"2013/12/08 15:25:58",14.7,2.845821
43.517858,1.504919,"2013/12/08 15:25:59",14.7,2.849897
43.517821,1.504911,"2013/12/08 15:26:00",14.7,2.853973
43.517785,1.504903,"2013/12/08 15:26:01",14.7,2.85805
43.517749,1.504895,"2013/12/08 15:26:02",14.7,2.862126
43.517713,1.504887,"2013/12/08 15:26:03",14.7,2.866202
43.517677,1.504879,"2013/12/08 15:26:04",14.7,2.870279
43.517641,1.504871,"2013/12/08 15:26:05",14.7,2.874355
43.517604,1.504863,"2013/12/08 15:26:06",14.7,2.878431
43.51757,1.504862,"2013/12/08 15:26:07",13.7,2.882235
43.517536,1.50486,"2013/12/08 15:26:08",13.7,2.886039
43.517502,1.504859,"2013/12/08 15:26:09",13.7,2.889843
43.517468,1.504858,"2013/12/08 15:26:10",13.7,2.893648
43.517434,1.504857,"2013/12/08 15:26:11",13.7,2.897452
43.517409,1.504885,"2013/12/08 15:26:12",12.9,2.90104
43.517384,1.504914,"2013/12/08 15:26:13",12.9,2.904629
43.51736,1.504942,"2013/12/08 15:26:14",12.9,2.908218
43.517335,1.504971,"2013/12/08 15:26:15",12.9,2.911807
43.51731,1.505,"2013/12/08 15:26:16",12.9,2.915396
43.517286,1.505028,"2013/12/08 15:26:17",12.9,2.918984
43.517261,1.505057,"2013/12/08 15:26:18",12.9,2.922573
43.517236,1.505085,"2013/12/08 15:26:19",12.9,2.926162
43.517212,1.505114,"2013/12/08 15:26:20",12.9,2.929751
43.517187,1.505143,"2013/12/08 15:26:21",12.9,2.933339
43.517162,1.505171,"2013/12/08 15:26:22",12.9,2.936928
43.517137,1.5052,"2013/12/08 15:26:23",12.9,2.940517
43.517113,1.505229,"2013/12/08 15:26:24",12.9,2.944106
43.517081,1.505261,"2013/12/08 15:26:25",15.7,2.948473
43.51705,1.505293,"2013/12/08 15:26:26",15.7,2.952841
43.517018,1.505325,"2013/12/08 15:26:27",15.7,2.957208
43.516987,1.505358,"2013/12/08 15:26:28",15.7,2.961576
43.516955,1.50539,"2013/12/08 15:26:29",15.7,2.965943
43.516924,1.505422,"2013/12/08 15:26:30",15.7,2.97031
43.516898,1.505414,"2013/12/08 15:26:31",10.7,2.973277
43.516872,1.505406,"2013/12/08 15:26:32",10.7,2.976244
43.516846,1.505398,"2013/12/08 15:26:33",10.7,2.97921
43.51682,1.50539,"2013/12/08 15:26:34",10.7,2.982177
43.516794,1.505382,"2013/12/08 15:26:35",10.7,2.985143
43.516768,1.505373,"2013/12/08 15:26:36",10.7,2.98811
43.516742,1.505365,"2013/12/08 15:26:37",10.7,2.991076
43.516716,1.505357,"2013/12/08 15:26:38",10.7,2.994043
43.51669,1.505349,"2013/12/08 15:26:39",10.7,2.997009
43.516664,1.505341,"2013/12/08 15:26:40",10.7,2.999976
43.516631,1.505346,"2013/12/08 15:26:41",13.2,3.003632
43.516599,1.505351,"2013/12/08 15:26:42",13.2,3.007289
43.516566,1.505356,"2013/12/08 15:26:43",13.2,3.010945
43.516533,1.50536,"2013/12/08 15:26:44",13.2,3.014602
43.516501,1.505365,"2013/12/08 15:26:45",13.2,3.018259
43.516468,1.50537,"2013/12/08 15:26:46",13.2,3.021915
43.516435,1.505375,"2013/12/08 15:26:47",13.2,3.025572
43.516397,1.505392,"2013/12/08 15:26:48",16.1,3.03003
43.516359,1.50541,"2013/12/08 15:26:49",16.1,3.034489
43.516321,1.505427,"2013/12/08 15:26:50",16.1,3.038947
43.516283,1.505444,"2013/12/08 15:26:51",16.1,3.043405
43.516245,1.505461,"2013/12/08 15:26:52",16.1,3.047864
43.516207,1.505479,"2013/12/08 15:26:53",16.1,3.052322
43.516169,1.505496,"2013/12/08 15:26:54",16.1,3.05678
43.516131,1.505513,"2013/12/08 15:26:55",16.1,3.061239
43.516093,1.50553,"2013/12/08 15:26:56",16.1,3.065697
43.516055,1.505547,"2013/12/08 15:26:57",16.1,3.070156
43.516017,1.505565,"2013/12/08 15:26:58",16.1,3.074614
43.515979,1.505582,"2013/12/08 15:26:59",16.1,3.079072
43.515941,1.505599,"2013/12/08 15:27:00",16.1,3.083531
43.515903,1.505616,"2013/12/08 15:27:01",16.1,3.087989
43.515888,1.505636,"2013/12/08 15:27:02",8.2,3.090277
43.515873,1.505656,"2013/12/08 15:27:03",8.2,3.092565
43.515858,1.505675,"2013/12/08 15:27:04",8.2,3.094853
43.515844,1.505695,"2013/12/08 15:27:05",8.2,3.097141
43.515829,1.505706,"2013/12/08 15:27:06",6.6,3.098966
43.515815,1.505718,"2013/12/08 15:27:07",6.6,3.100792
43.515801,1.505729,"2013/12/08 15:27:08",6.6,3.102618
43.515787,1.50574,"2013/12/08 15:27:09",6.6,3.104444
43.515773,1.505752,"2013/12/08 15:27:10",6.6,3.10627
43.515758,1.505763,"2013/12/08 15:27:11",6.6,3.108096
43.515744,1.505774,"2013/12/08 15:27:12",6.6,3.109922
43.515717,1.505794,"2013/12/08 15:27:13",12.1,3.113292
43.515691,1.505814,"2013/12/08 15:27:14",12.1,3.116663
43.515664,1.505834,"2013/12/08 15:27:15",12.1,3.120033
43.515638,1.505854,"2013/12/08 15:27:16",12.1,3.123404
43.515611,1.505874,"2013/12/08 15:27:17",12.1,3.126775
43.515584,1.505894,"2013/12/08 15:27:18",12.1,3.130145
43.515558,1.505913,"2013/12/08 15:27:19",12.1,3.133516
43.515531,1.505933,"2013/12/08 15:27:20",12.1,3.136886
43.515505,1.505953,"2013/12/08 15:27:21",12.1,3.140257
43.515478,1.505973,"2013/12/08 15:27:22",12.1,3.143628
43.515451,1.505993,"2013/12/08 15:27:23",12.1,3.146998
43.515416,1.505988,"2013/12/08 15:27:24",14.4,3.151002
43.51538,1.505984,"2013/12/08 15:27:25",14.4,3.155006
43.515344,1.505979,"2013/12/08 15:27:26",14.4,3.159009
43.515308,1.505974,"2013/12/08 15:27:27",14.4,3.163013
43.515272,1.505969,"2013/12/08 15:27:28",14.4,3.167017
43.515248,1.505931,"2013/12/08 15:27:29",14.9,3.171144
43.515224,1.505892,"2013/12/08 15:27:30",14.9,3.175271
43.515199,1.505854,"2013/12/08 15:27:31",14.9,3.179398
43.515175,1.505815,"2013/12/08 15:27:32",14.9,3.183525
43.515151,1.505777,"2013/12/08 15:27:33",14.9,3.187652
43.515126,1.505738,"2013/12/08 15:27:34",14.9,3.191779
43.515102,1.505699,"2013/12/08 15:27:35",14.9,3.195906
43.515077,1.505661,"2013/12/08 15:27:36",14.9,3.200033
43.515074,1.505622,"2013/12/08 15:27:37",11.4,3.203197
43.51507,1.505583,"2013/12/08 15:27:38",11.4,3.20636
43.515067,1.505544,"2013/12/08 15:27:39",11.4,3.209523
